Date,Total_Consumption
2023-03-28,47.7
2023-03-29,55.5
2023-03-30,54.0
2023-03-31,27.6
2023-04-01,59.1
2023-04-02,32.7
2023-04-03,40.2
2023-04-04,38.400000000000006
2023-04-05,49.8
2023-04-06,60.0
2023-04-07,28.200000000000003
2023-04-08,45.0
2023-04-09,35.099999999999994
2023-04-10,54.900000000000006
2023-04-11,48.0
2023-04-12,34.2
2023-04-13,69.9
2023-04-14,32.7
2023-04-15,50.1
2023-04-16,31.8
2023-04-17,35.099999999999994
2023-04-18,55.5
2023-04-19,67.5
2023-04-20,56.400000000000006
2023-04-21,36.0
2023-04-22,53.400000000000006
2023-04-23,36.900000000000006
2023-04-24,31.5
2023-04-25,36.6
2023-04-26,25.8
2023-04-27,31.5
2023-04-28,22.8
2023-04-29,61.5
2023-04-30,31.8
2023-05-01,44.7
2023-05-02,69.30000000000001
2023-05-03,69.30000000000001
2023-05-04,51.6
2023-05-05,35.400000000000006
2023-05-06,33.0
2023-05-07,61.8
2023-05-08,27.9
2023-05-09,24.6
2023-05-10,43.2
2023-05-11,113.4
2023-05-12,38.1
2023-05-13,51.3
2023-05-14,58.8
2023-05-15,37.5
2023-05-16,53.400000000000006
2023-05-17,51.3
2023-05-18,63.900000000000006
2023-05-19,31.200000000000003
2023-05-20,45.3
2023-05-21,38.7
2023-05-22,29.700000000000003
2023-05-23,36.3
2023-05-24,46.5
2023-05-25,87.6
2023-05-26,38.400000000000006
2023-05-27,53.7
2023-05-28,43.2
2023-05-29,33.599999999999994
2023-05-30,40.8
2023-05-31,52.2
2023-06-01,45.3
2023-06-02,37.2
2023-06-03,43.5
2023-06-04,43.8
2023-06-05,57.900000000000006
2023-06-06,33.599999999999994
2023-06-07,70.5
2023-06-08,22.200000000000003
2023-06-09,70.19999999999999
2023-06-10,31.5
2023-06-11,38.400000000000006
2023-06-12,75.30000000000001
2023-06-13,75.9
2023-06-14,52.5
2023-06-15,90.3
2023-06-16,39.6
2023-06-17,32.400000000000006
2023-06-18,76.80000000000001
2023-06-19,49.5
2023-06-20,56.400000000000006
2023-06-21,60.3
2023-06-22,60.0
2023-06-23,41.7
2023-06-24,60.6
2023-06-25,48.6
2023-06-26,34.8
2023-06-27,61.8
2023-06-28,37.8
2023-06-29,28.200000000000003
2023-06-30,26.4
2023-07-01,31.200000000000003
2023-07-02,24.9
2023-07-03,43.5
2023-07-04,35.099999999999994
2023-07-05,27.9
2023-07-06,47.400000000000006
2023-07-07,30.3
2023-07-08,16.200000000000003
2023-07-09,41.400000000000006
2023-07-10,35.099999999999994
2023-07-11,29.700000000000003
2023-07-12,49.8
2023-07-13,38.400000000000006
2023-07-14,37.8
2023-07-15,27.9
2023-07-16,36.3
2023-07-17,33.599999999999994
2023-07-18,30.0
2023-07-19,45.0
2023-07-20,29.1
2023-07-21,29.1
2023-07-22,18.3
2023-07-23,24.6
2023-07-24,26.1
2023-07-25,24.6
2023-07-26,23.1
2023-07-27,31.5
2023-07-28,21.6
2023-07-29,31.5
2023-07-30,37.8
2023-07-31,42.3
2023-08-01,43.5
2023-08-02,33.900000000000006
2023-08-03,49.2
2023-08-04,74.1
2023-08-05,40.5
2023-08-06,37.5
2023-08-07,19.5
2023-08-08,6.300000000000001
2023-08-09,26.1
2023-08-10,42.3
2023-08-11,35.7
2023-08-12,27.9
2023-08-13,6.0
2023-08-14,5.699999999999999
2023-08-15,5.699999999999999
2023-08-16,5.699999999999999
2023-08-17,5.699999999999999
2023-08-18,5.699999999999999
2023-08-19,5.699999999999999
2023-08-20,5.699999999999999
2023-08-21,5.4
2023-08-22,5.699999999999999
2023-08-23,5.4
2023-08-24,5.4
2023-08-25,5.1
2023-08-26,5.4
2023-08-27,5.4
2023-08-28,5.699999999999999
2023-08-29,5.699999999999999
2023-08-30,5.699999999999999
2023-08-31,37.2
2023-09-01,27.3
2023-09-02,41.400000000000006
2023-09-03,29.1
2023-09-04,16.799999999999997
2023-09-05,30.9
2023-09-06,30.3
2023-09-07,16.799999999999997
2023-09-08,7.199999999999999
2023-09-09,17.700000000000003
2023-09-10,37.8
2023-09-11,54.3
2023-09-12,39.0
2023-09-13,40.5
2023-09-14,36.3
2023-09-15,26.4
2023-09-16,17.1
2023-09-17,36.900000000000006
2023-09-18,33.599999999999994
2023-09-19,25.5
2023-09-20,18.0
2023-09-21,39.6
2023-09-22,28.200000000000003
2023-09-23,22.8
2023-09-24,42.6
2023-09-25,20.4
2023-09-26,23.700000000000003
2023-09-27,48.6
2023-09-28,29.4
2023-09-29,23.700000000000003
2023-09-30,21.9
2023-10-01,29.4
2023-10-02,44.7
2023-10-03,27.9
2023-10-04,30.3
2023-10-05,48.0
2023-10-06,18.9
2023-10-07,21.6
2023-10-08,6.9
2023-10-09,21.3
2023-10-10,20.700000000000003
2023-10-11,31.200000000000003
2023-10-12,42.3
2023-10-13,23.4
2023-10-14,25.8
2023-10-15,54.900000000000006
2023-10-16,24.6
2023-10-17,39.900000000000006
2023-10-18,36.0
2023-10-19,51.6
2023-10-20,31.8
2023-10-21,37.2
2023-10-22,30.9
2023-10-23,30.6
2023-10-24,58.2
2023-10-25,22.8
2023-10-26,7.800000000000001
2023-10-27,8.100000000000001
2023-10-28,24.9
2023-10-29,24.3
2023-10-30,15.6
2023-10-31,17.4
2023-11-01,26.1
2023-11-02,25.200000000000003
2023-11-03,43.5
2023-11-04,30.3
2023-11-05,26.4
2023-11-06,20.1
2023-11-07,20.1
2023-11-08,6.6000000000000005
2023-11-09,17.700000000000003
2023-11-10,34.5
2023-11-11,45.3
2023-11-12,22.200000000000003
2023-11-13,16.799999999999997
2023-11-14,27.9
2023-11-15,62.1
2023-11-16,49.8
2023-11-17,20.1
2023-11-18,26.700000000000003
2023-11-19,37.8
2023-11-20,25.8
2023-11-21,25.5
2023-11-22,27.6
2023-11-23,80.69999999999999
2023-11-24,44.7
2023-11-25,43.8
2023-11-26,22.5
2023-11-27,38.1
2023-11-28,27.6
2023-11-29,53.400000000000006
2023-11-30,44.1
2023-12-01,20.5
2023-12-02,12.3
2023-12-03,10.9
2023-12-04,21.4
2023-12-05,9.7
2023-12-06,8.0
2023-12-07,12.9
2023-12-08,1.8
2023-12-09,8.2
2023-12-10,16.5
2023-12-11,12.9
2023-12-12,8.9
2023-12-13,10.1
2023-12-14,14.7
2023-12-15,8.9
2023-12-16,7.7
2023-12-17,13.3
2023-12-18,8.6
2023-12-19,9.7
2023-12-20,17.0
2023-12-21,21.3
2023-12-22,11.0
2023-12-23,12.3
2023-12-24,5.6
2023-12-25,4.7
2023-12-26,6.4
2023-12-27,12.4
2023-12-28,8.5
2023-12-29,2.5
2023-12-30,5.1
2023-12-31,11.4
